pclass,survived,name,sex,age,sibsp,parch,ticket,fare,cabin,embarked,boat,body,home.dest
-1.5460978645168275,-0.7861596349150975,232,1,-0.1165229692840137,-0.47908676070718687,-0.444999501816175,31,-0.6434642498641783,80,2,5,-0.01812643349677464,194
-1.5460978645168275,-0.7861596349150975,238,1,-0.1940404506708633,0.481287771858981,-0.444999501816175,11,2.0010566135062615,109,0,5,-0.01812643349677464,214
-1.5460978645168275,1.2720062892926278,239,0,-0.27155793205771295,0.481287771858981,-0.444999501816175,11,2.0010566135062615,109,0,14,-0.01812643349677464,214
-1.5460978645168275,1.2720062892926278,242,0,-0.5816278576051114,-0.47908676070718687,-0.444999501816175,41,2.286638695933064,80,2,3,-0.01812643349677464,236
-1.5460978645168275,-0.7861596349150975,243,1,-0.1165229692840137,-0.47908676070718687,-0.444999501816175,25,0.36191584371191277,2,2,5,-0.01812643349677464,313
-1.5460978645168275,-0.7861596349150975,252,1,1.356309177066129,-0.47908676070718687,-0.444999501816175,1,-0.14874957401075084,167,2,5,-0.01812643349677464,345
-1.5460978645168275,1.2720062892926278,256,0,0.7361693259713321,0.481287771858981,0.7107630931786129,842,0.9643376623594496,164,0,8,-0.01812643349677464,188
-1.5460978645168275,-0.7861596349150975,257,1,0.5811343631976328,0.481287771858981,0.7107630931786129,842,0.9643376623594496,166,0,5,-0.01812643349677464,188
-1.5460978645168275,1.2720062892926278,258,0,2.6741063606425723,-0.47908676070718687,1.8665256881734007,842,0.9643376623594496,162,0,8,-0.01812643349677464,188
-1.5460978645168275,1.2720062892926278,271,0,1.976449028160926,1.4416623044251486,-0.444999501816175,6,-0.1465744728467641,61,2,12,-0.01812643349677464,236
-1.5460978645168275,-0.7861596349150975,277,1,-0.1165229692840137,-0.47908676070718687,-0.444999501816175,44,-0.1301403751633087,80,2,5,-0.01812643349677464,274
-1.5460978645168275,-0.7861596349150975,281,1,3.13921124896367,0.481287771858981,0.7107630931786129,938,0.7292662625185614,27,2,5,3.829576503899725,226
-1.5460978645168275,1.2720062892926278,282,0,0.5036168818107832,-0.47908676070718687,1.8665256881734007,938,0.7292662625185614,27,2,19,-0.01812643349677464,226
-1.5460978645168275,1.2720062892926278,283,0,2.6741063606425723,0.481287771858981,0.7107630931786129,34,-0.1301403751633087,29,2,19,-0.01812643349677464,226
-1.5460978645168275,-0.7861596349150975,285,1,0.7361693259713321,0.481287771858981,-0.444999501816175,826,0.7347436506052942,106,0,5,-0.01812643349677464,236
-1.5460978645168275,1.2720062892926278,286,0,0.6586518445844824,0.481287771858981,-0.444999501816175,826,0.7347436506052942,106,0,14,-0.01812643349677464,236
-1.5460978645168275,1.2720062892926278,294,1,1.6663791026135275,-0.47908676070718687,-0.444999501816175,37,-0.1301403751633087,151,2,17,-0.01812643349677464,190
-1.5460978645168275,1.2720062892926278,298,1,-0.1940404506708633,-0.47908676070718687,-0.444999501816175,46,-0.05377015651666335,80,2,13,-0.01812643349677464,263
-1.5460978645168275,1.2720062892926278,299,0,0.27106443765023436,-0.47908676070718687,-0.444999501816175,41,2.286638695933064,80,2,20,-0.01812643349677464,236
-1.5460978645168275,-0.7861596349150975,302,1,0.11602947487653514,0.481287771858981,-0.444999501816175,789,0.36191584371191277,51,2,5,-0.01812643349677464,229
-1.5460978645168275,1.2720062892926278,303,0,-0.1940404506708633,0.481287771858981,1.8665256881734007,789,0.36191584371191277,51,2,13,-0.01812643349677464,229
-1.5460978645168275,1.2720062892926278,327,1,0.11602947487653514,0.481287771858981,-0.444999501816175,14,0.4585870065557677,26,2,13,-0.01812643349677464,57
-1.5460978645168275,1.2720062892926278,328,0,-0.9692152645393595,0.481287771858981,-0.444999501816175,14,0.4585870065557677,26,2,13,-0.01812643349677464,57
-1.5460978645168275,1.2720062892926278,332,1,1.8214140653872266,0.481287771858981,0.7107630931786129,21,0.9392031600200474,14,2,5,-0.01812643349677464,283
-1.5460978645168275,1.2720062892926278,333,1,-1.9769425225684045,-0.47908676070718687,1.8665256881734007,21,0.9392031600200474,14,2,15,-0.01812643349677464,283
-1.5460978645168275,1.2720062892926278,334,0,1.8989315467740764,0.481287771858981,0.7107630931786129,21,0.9392031600200474,14,2,15,-0.01812643349677464,283
-1.5460978645168275,-0.7861596349150975,340,1,1.588861621226678,0.481287771858981,-0.444999501816175,847,1.4141814512672737,107,0,5,-3.1570419876886557,87
-1.5460978645168275,1.2720062892926278,341,0,-0.1940404506708633,0.481287771858981,0.7107630931786129,810,4.14216046294407,48,0,18,-0.01812643349677464,229
-1.5460978645168275,1.2720062892926278,342,0,1.4338266584529786,0.481287771858981,-0.444999501816175,847,1.4141814512672737,107,0,12,-0.01812643349677464,87
-1.5460978645168275,1.2720062892926278,352,0,1.4338266584529786,0.481287771858981,-0.444999501816175,3,0.12217135985915262,3,0,1,-0.01812643349677464,205
-1.5460978645168275,1.2720062892926278,353,1,1.5113441398398282,0.481287771858981,-0.444999501816175,808,0.45721814288989876,6,0,1,-0.01812643349677464,205
-1.5460978645168275,-0.7861596349150975,354,1,0.7361693259713321,-0.47908676070718687,-0.444999501816175,814,-0.06923754257168015,4,0,5,-0.7606655968539938,263
-1.5460978645168275,1.2720062892926278,360,0,-0.5041103762182618,-0.47908676070718687,0.7107630931786129,4,0.9643376623594496,94,0,19,-0.01812643349677464,232
-1.5460978645168275,1.2720062892926278,373,0,0.6586518445844824,-0.47908676070718687,-0.444999501816175,843,3.7555570153454396,86,0,14,-0.01812643349677464,236
-1.5460978645168275,1.2720062892926278,374,0,1.8989315467740764,0.481287771858981,-0.444999501816175,23,0.8697623303260495,123,0,14,-0.01812643349677464,47
-1.5460978645168275,-0.7861596349150975,375,0,0.5036168818107832,-0.47908676070718687,-0.444999501816175,809,-0.030971229471568575,11,0,5,-0.01812643349677464,236
-1.5460978645168275,-0.7861596349150975,379,1,-0.1165229692840137,-0.47908676070718687,-0.444999501816175,807,3.644466381851795,114,2,5,-0.01812643349677464,236
-1.5460978645168275,1.2720062892926278,385,0,-0.1165229692840137,-0.47908676070718687,-0.444999501816175,825,-0.03089195911803666,80,2,19,-0.01812643349677464,236
-1.5460978645168275,1.2720062892926278,387,0,-0.1165229692840137,-0.47908676070718687,-0.444999501816175,126,1.5003792603286255,80,0,14,-0.01812643349677464,236
-1.5460978645168275,1.2720062892926278,390,1,0.5036168818107832,-0.47908676070718687,-0.444999501816175,802,-0.13328218795573402,153,2,15,-0.01812643349677464,48
-1.5460978645168275,-0.7861596349150975,400,1,0.03851199348968552,-0.47908676070718687,-0.444999501816175,69,-0.10693929608078355,67,0,5,-0.01812643349677464,236
-1.5460978645168275,1.2720062892926278,401,0,-0.42659289483141216,2.4020368369913165,1.8665256881734007,138,4.44143891572259,80,2,2,-0.01812643349677464,361
-1.5460978645168275,1.2720062892926278,402,0,-0.1165229692840137,2.4020368369913165,1.8665256881734007,138,4.44143891572259,80,2,2,-0.01812643349677464,361
-1.5460978645168275,1.2720062892926278,403,0,-0.5041103762182618,2.4020368369913165,1.8665256881734007,138,4.44143891572259,80,2,2,-0.01812643349677464,361
-1.5460978645168275,-0.7861596349150975,404,1,-0.8141803017656603,2.4020368369913165,1.8665256881734007,138,4.44143891572259,80,2,5,-0.01812643349677464,361
-1.5460978645168275,-0.7861596349150975,405,1,2.6741063606425723,0.481287771858981,4.178050878162977,138,4.44143891572259,80,2,5,-0.01812643349677464,361
-1.5460978645168275,1.2720062892926278,406,0,2.364036435095174,0.481287771858981,4.178050878162977,138,4.44143891572259,80,2,2,-0.01812643349677464,361
-1.5460978645168275,1.2720062892926278,409,0,0.03851199348968552,-0.47908676070718687,-0.444999501816175,808,0.45721814288989876,157,0,1,-0.01812643349677464,236
-1.5460978645168275,-0.7861596349150975,411,1,-0.1165229692840137,-0.47908676070718687,-0.444999501816175,80,-0.1301403751633087,130,2,5,-0.01812643349677464,355
-1.5460978645168275,1.2720062892926278,412,1,1.588861621226678,1.4416623044251486,-0.444999501816175,837,1.9405559329520634,80,2,15,-0.01812643349677464,236
-1.5460978645168275,1.2720062892926278,413,1,1.0462392515187307,0.481287771858981,-0.444999501816175,134,-0.10750385567179166,135,0,15,-0.01812643349677464,236
-1.5460978645168275,1.2720062892926278,414,0,-0.1165229692840137,0.481287771858981,-0.444999501816175,837,1.9405559329520634,80,2,15,-0.01812643349677464,236
-1.5460978645168275,1.2720062892926278,415,0,-0.5816278576051114,-0.47908676070718687,1.8665256881734007,117,0.3135802622899853,37,0,15,-0.01812643349677464,368
-1.5460978645168275,1.2720062892926278,416,1,2.364036435095174,0.481287771858981,0.7107630931786129,116,0.8878069695824836,39,0,15,-0.01812643349677464,368
-1.5460978645168275,1.2720062892926278,417,0,1.4338266584529786,0.481287771858981,0.7107630931786129,116,0.8878069695824836,39,0,15,-0.01812643349677464,368
-1.5460978645168275,-0.7861596349150975,419,1,-0.1165229692840137,-0.47908676070718687,-0.444999501816175,61,-0.6434642498641783,22,2,5,-0.01812643349677464,236
-1.5460978645168275,-0.7861596349150975,421,1,0.5811343631976328,0.481287771858981,-0.444999501816175,94,0.38318349953756087,70,2,5,-0.01812643349677464,286
-1.5460978645168275,1.2720062892926278,422,0,0.4260994004239336,0.481287771858981,-0.444999501816175,94,0.38318349953756087,70,2,27,-0.01812643349677464,286
-1.5460978645168275,-0.7861596349150975,431,1,1.356309177066129,-0.47908676070718687,-0.444999501816175,55,0.10090370403350452,169,2,5,4.03208718481533,300
-1.5460978645168275,1.2720062892926278,432,0,0.4260994004239336,-0.47908676070718687,-0.444999501816175,72,3.4457259384308845,75,0,14,-0.01812643349677464,236
-1.5460978645168275,1.2720062892926278,434,0,-0.5816278576051114,-0.47908676070718687,0.7107630931786129,64,0.504989164720818,80,0,19,-0.01812643349677464,236
-1.5460978645168275,1.2720062892926278,435,0,1.2012742142924298,-0.47908676070718687,0.7107630931786129,64,0.504989164720818,80,0,19,-0.01812643349677464,236
-1.5460978645168275,-0.7861596349150975,436,1,-0.42659289483141216,-0.47908676070718687,-0.444999501816175,820,0.8878069695824836,58,0,5,-0.01812643349677464,236
-1.5460978645168275,1.2720062892926278,447,1,1.5113441398398282,0.481287771858981,-0.444999501816175,127,1.0792970757901053,112,0,15,-0.01812643349677464,258
-1.5460978645168275,1.2720062892926278,448,0,-0.1165229692840137,0.481287771858981,-0.444999501816175,127,1.0792970757901053,112,0,15,-0.01812643349677464,258
-1.5460978645168275,-0.7861596349150975,449,1,3.2167287303505194,-0.47908676070718687,-0.444999501816175,840,0.026548112420525127,16,0,5,-0.01812643349677464,236
-1.5460978645168275,1.2720062892926278,463,1,1.8214140653872266,-0.47908676070718687,-0.444999501816175,81,-0.09243862165420531,91,0,24,-0.01812643349677464,348
-1.5460978645168275,1.2720062892926278,464,0,-0.8141803017656603,-0.47908676070718687,-0.444999501816175,60,-0.06343727280104884,40,2,13,-0.01812643349677464,137
-1.5460978645168275,-0.7861596349150975,465,1,0.6586518445844824,-0.47908676070718687,0.7107630931786129,815,2.3236154157208384,111,2,5,-0.28814067471758165,361
-1.5460978645168275,1.2720062892926278,466,0,2.2090014723214746,-0.47908676070718687,0.7107630931786129,815,2.3236154157208384,72,2,13,-0.01812643349677464,137
-1.5460978645168275,1.2720062892926278,469,1,-0.5041103762182618,-0.47908676070718687,0.7107630931786129,845,0.5815198574977842,118,0,19,-0.01812643349677464,236
-1.5460978645168275,1.2720062892926278,470,0,1.2012742142924298,-0.47908676070718687,0.7107630931786129,845,0.5815198574977842,118,0,19,-0.01812643349677464,236
-1.5460978645168275,-0.7861596349150975,473,1,1.2787916956792793,-0.47908676070718687,-0.444999501816175,820,0.8878069695824836,57,0,5,-0.01812643349677464,236
-1.5460978645168275,1.2720062892926278,494,1,-0.34907541344456255,0.481287771858981,-0.444999501816175,99,0.42845847194385184,165,0,15,-0.01812643349677464,48
-1.5460978645168275,1.2720062892926278,495,0,-0.34907541344456255,0.481287771858981,-0.444999501816175,99,0.42845847194385184,165,0,15,-0.01812643349677464,48
-1.5460978645168275,1.2720062892926278,499,1,1.4338266584529786,0.481287771858981,-0.444999501816175,813,0.8400359477515643,129,0,13,-0.01812643349677464,236
-1.5460978645168275,1.2720062892926278,500,0,1.5113441398398282,0.481287771858981,-0.444999501816175,813,0.8400359477515643,129,0,13,-0.01812643349677464,236
-1.5460978645168275,-0.7861596349150975,502,1,-0.1165229692840137,-0.47908676070718687,-0.444999501816175,90,0.17630721105171132,80,2,5,-0.01812643349677464,236
-1.5460978645168275,-0.7861596349150975,504,1,1.2012742142924298,0.481287771858981,-0.444999501816175,642,0.9704608138139793,105,2,5,-0.01812643349677464,236
-1.5460978645168275,1.2720062892926278,506,0,0.4260994004239336,0.481287771858981,-0.444999501816175,642,0.9704608138139793,105,2,27,-0.01812643349677464,236
-1.5460978645168275,-0.7861596349150975,507,1,0.8136868073581817,-0.47908676070718687,-0.444999501816175,62,-0.6434642498641783,59,2,5,-1.536956540363814,236
-1.5460978645168275,1.2720062892926278,512,1,-0.1940404506708633,-0.47908676070718687,-0.444999501816175,813,0.8400359477515643,141,0,13,-0.01812643349677464,236
-1.5460978645168275,1.2720062892926278,514,1,-0.1165229692840137,-0.47908676070718687,-0.444999501816175,125,-0.06343727280104884,137,2,13,-0.01812643349677464,181
-1.5460978645168275,1.2720062892926278,515,0,-0.42659289483141216,-0.47908676070718687,-0.444999501816175,100,0.9643376623594496,94,0,19,-0.01812643349677464,236
-1.5460978645168275,-0.7861596349150975,516,1,1.976449028160926,0.481287771858981,0.7107630931786129,107,1.1642864953159087,50,2,5,5.112144149698558,229
-1.5460978645168275,1.2720062892926278,517,0,1.743896584000377,0.481287771858981,0.7107630931786129,107,1.1642864953159087,50,2,13,-0.01812643349677464,229
-1.5460978645168275,-0.7861596349150975,518,1,0.9687217701318809,-0.47908676070718687,-0.444999501816175,66,0.17824063430858844,23,2,5,-0.01812643349677464,202
-1.5460978645168275,-0.7861596349150975,537,1,-0.1165229692840137,-0.47908676070718687,-0.444999501816175,128,0.3592573867337067,163,2,5,-0.01812643349677464,39
-1.5460978645168275,-0.7861596349150975,539,1,1.976449028160926,-0.47908676070718687,-0.444999501816175,696,0.3232473785743708,85,2,5,-0.01812643349677464,199
-1.5460978645168275,1.2720062892926278,540,0,-1.046732745926209,-0.47908676070718687,0.7107630931786129,56,0.4775190870871082,24,0,14,-0.01812643349677464,62
-1.5460978645168275,1.2720062892926278,541,0,1.1237567329055802,-0.47908676070718687,0.7107630931786129,56,0.4775190870871082,24,0,14,-0.01812643349677464,62
-1.5460978645168275,1.2720062892926278,549,0,1.6663791026135275,0.481287771858981,-0.444999501816175,113,0.8637996530018405,119,2,2,-0.01812643349677464,161
-1.5460978645168275,-0.7861596349150975,554,1,0.9687217701318809,0.481287771858981,-0.444999501816175,85,0.36191584371191277,80,2,5,-3.967084711351077,236
-1.5460978645168275,1.2720062892926278,555,0,0.4260994004239336,0.481287771858981,-0.444999501816175,85,0.36191584371191277,80,2,20,-0.01812643349677464,236
-1.5460978645168275,1.2720062892926278,556,1,0.4260994004239336,-0.47908676070718687,-0.444999501816175,57,-0.1301403751633087,80,0,9,-0.01812643349677464,168
-1.5460978645168275,1.2720062892926278,564,1,0.6586518445844824,0.481287771858981,-0.444999501816175,136,1.09661668132521,113,2,27,-0.01812643349677464,237
-1.5460978645168275,-0.7861596349150975,565,1,-0.1165229692840137,-0.47908676070718687,-0.444999501816175,827,-0.04998451377969802,80,0,8,-0.01812643349677464,236
-1.5460978645168275,1.2720062892926278,566,0,0.4260994004239336,0.481287771858981,-0.444999501816175,136,1.09661668132521,113,2,27,-0.01812643349677464,237
-1.5460978645168275,1.2720062892926278,571,0,0.6586518445844824,-0.47908676070718687,-0.444999501816175,76,0.9032743556375002,30,2,18,-0.01812643349677464,236
-1.5460978645168275,-0.7861596349150975,576,0,1.588861621226678,-0.47908676070718687,-0.444999501816175,822,-0.08833009723334151,89,0,5,-0.01812643349677464,259
-1.5460978645168275,1.2720062892926278,577,1,1.5113441398398282,-0.47908676070718687,-0.444999501816175,61,-0.6434642498641783,46,2,25,-0.01812643349677464,192
-1.5460978645168275,-0.7861596349150975,610,1,1.2787916956792793,-0.47908676070718687,-0.444999501816175,698,-0.14077420307613278,80,2,5,-2.5495099449418404,27
-1.5460978645168275,-0.7861596349150975,614,1,1.588861621226678,-0.47908676070718687,-0.444999501816175,68,-0.14077420307613278,168,2,5,-0.01812643349677464,196
-1.5460978645168275,-0.7861596349150975,635,1,0.23230569695680955,-0.47908676070718687,-0.444999501816175,72,3.4457259384308845,76,0,5,-3.7308222502828707,236
